label,total_minutes,switch_count,longest_session_minutes,productive_minutes,productive_ratio,tod_morning_minutes,tod_afternoon_minutes,tod_evening_minutes,tod_night_minutes,study_minutes,social_minutes,entertainment_minutes,productivity_minutes,travel_minutes,category_count,category_entropy
routine,755.73,9.98,131.03,531.43,0.7032,196.85,265.54,234.4,84.03,294.95,110.91,129.0,236.48,47.56,5,2.097225
routine,805.29,6.24,114.03,485.91,0.6034,199.05,251.94,221.18,98.16,269.29,98.35,92.4,216.62,38.28,5,2.053843
routine,754.72,9.85,131.43,508.78,0.6741,230.94,274.62,248.35,75.08,243.71,149.13,120.76,265.06,33.81,5,2.096841
routine,823.93,7.96,123.1,497.28,0.6035,198.44,245.71,227.6,95.35,242.48,139.71,125.69,254.8,57.05,5,2.161271
routine,825.62,9.8,113.09,472.61,0.5724,185.12,263.71,241.64,99.24,231.52,106.69,136.18,241.09,44.76,5,2.130374
routine,775.01,7.72,108.47,501.57,0.6472,198.43,266.42,221.89,93.12,271.49,93.8,112.07,230.08,38.71,5,2.062453
routine,787.94,9.14,118.38,488.04,0.6194,191.21,267.88,227.06,70.03,258.97,130.95,82.9,229.06,33.98,5,2.057263
routine,834.96,9.73,110.96,492.36,0.5897,217.73,237.52,223.59,106.15,239.16,97.91,119.0,253.2,36.36,5,2.07496
routine,739.86,8.81,100.04,479.13,0.6476,208.84,231.63,216.31,97.2,252.74,131.97,94.05,226.39,56.22,5,2.136957
routine,721.11,6.28,115.32,535.89,0.7431,221.54,230.12,220.67,105.24,273.69,149.29,105.34,262.2,35.29,5,2.072991
routine,736.46,8.12,100.34,536.86,0.729,217.5,247.0,241.12,95.12,279.14,97.99,139.58,257.72,35.71,5,2.059537
routine,738.16,9.01,123.58,506.88,0.6867,204.2,273.16,220.73,75.59,253.82,141.6,85.2,253.06,34.02,5,2.056728
routine,753.24,8.76,133.92,474.64,0.6301,217.92,240.08,230.89,90.38,230.9,126.0,116.46,243.74,61.16,5,2.168386
routine,809.74,6.45,119.98,454.51,0.5613,214.7,251.41,253.88,109.48,245.69,143.87,137.28,208.82,49.8,5,2.173236
routine,832.07,9.05,138.18,499.5,0.6003,223.52,225.83,208.38,80.49,234.24,124.1,101.92,265.26,57.32,5,2.130226
routine,724.78,7.66,128.07,489.48,0.6754,189.12,251.83,235.8,81.1,229.23,120.4,117.71,260.25,50.04,5,2.131679
routine,757.19,8.54,133.38,480.02,0.6339,219.05,228.31,239.93,99.2,260.79,138.48,112.18,219.22,45.63,5,2.131063
routine,821.58,7.24,129.67,440.09,0.5357,222.03,230.97,240.4,98.06,229.05,116.07,107.2,211.03,54.35,5,2.161845
routine,739.66,6.51,131.24,533.32,0.721,198.44,269.32,243.57,71.17,291.71,136.98,123.25,241.61,36.68,5,2.084707
routine,816.85,7.82,114.4,453.51,0.5552,209.98,253.34,223.38,80.2,244.04,132.74,114.6,209.47,33.08,5,2.110538
routine,732.35,9.45,109.78,520.77,0.7111,208.59,244.15,212.5,107.25,265.17,103.7,110.53,255.59,31.76,5,2.041535
routine,822.9,7.67,128.81,532.68,0.6473,198.56,228.89,223.64,90.08,263.7,134.44,105.16,268.98,42.87,5,2.087967
routine,828.23,7.86,111.29,498.86,0.6023,227.24,241.37,232.65,70.32,237.55,148.88,137.24,261.3,32.76,5,2.10954
routine,744.08,7.97,130.9,490.74,0.6595,194.77,270.02,243.02,79.81,264.47,127.36,107.84,226.27,53.67,5,2.134608
routine,720.77,9.8,100.06,475.01,0.659,217.87,267.45,241.36,74.16,253.7,110.79,130.37,221.31,65.09,5,2.171799
routine,783.58,6.37,136.85,481.11,0.614,229.86,250.99,240.04,84.9,241.67,93.59,139.82,239.44,58.47,5,2.144918
routine,836.95,8.27,117.4,442.63,0.5289,233.21,236.84,218.05,82.6,230.94,98.01,129.2,211.69,32.99,5,2.101719
routine,816.1,6.81,131.2,530.53,0.6501,214.24,232.77,213.22,88.64,274.05,109.08,96.32,256.47,32.99,5,2.02884
routine,768.78,6.48,106.3,535.04,0.696,219.3,266.32,239.84,71.61,262.51,102.46,98.5,272.52,40.6,5,2.045062
routine,820.31,8.71,110.41,459.33,0.5599,234.53,226.55,225.22,88.09,247.95,104.89,101.34,211.38,50.54,5,2.124483
routine,809.77,9.32,139.3,479.83,0.5926,191.54,266.18,223.61,95.21,242.49,138.23,88.39,237.34,30.48,5,2.064058
routine,797.36,9.61,117.74,488.88,0.6131,191.44,270.25,246.47,83.26,265.76,138.76,81.31,223.12,32.58,5,2.052129
routine,725.12,6.12,127.33,474.03,0.6537,193.64,235.74,214.36,81.19,257.27,124.43,129.3,216.76,45.8,5,2.139383
routine,826.01,8.2,102.44,475.77,0.576,198.99,231.86,214.97,105.39,227.43,104.75,97.71,248.34,46.48,5,2.101414
routine,783.1,7.44,121.78,530.3,0.6772,209.23,270.63,230.12,85.54,269.15,137.69,139.36,261.15,61.28,5,2.159664
routine,741.58,9.97,121.18,467.65,0.6306,223.34,274.98,253.7,74.01,247.32,143.75,126.71,220.33,32.34,5,2.114934
routine,798.82,6.88,133.86,505.8,0.6332,224.87,242.74,246.96,103.81,243.66,145.04,83.35,262.14,69.86,5,2.140061
routine,741.13,8.8,137.9,527.91,0.7123,213.18,253.16,214.41,109.52,266.48,131.86,134.84,261.43,31.13,5,2.079749
routine,825.8,6.88,121.06,486.09,0.5886,185.03,270.89,215.07,75.22,259.46,119.43,85.42,226.63,39.3,5,2.070536
routine,806.03,9.67,130.97,553.41,0.6866,227.32,268.03,253.03,84.94,289.31,109.42,81.31,264.1,53.46,5,2.04899
routine,833.03,9.79,131.67,464.76,0.5579,233.03,257.46,213.71,108.75,252.69,108.11,88.19,212.07,36.3,5,2.069081
routine,803.23,7.23,127.54,550.11,0.6849,191.37,261.44,252.44,107.95,290.02,103.39,115.34,260.09,37.01,5,2.042801
routine,766.99,9.87,108.84,567.16,0.7395,213.28,271.83,212.03,99.81,294.6,91.94,116.14,272.56,66.84,5,2.090008
routine,748.56,8.56,135.47,510.52,0.682,207.33,238.26,217.48,72.71,293.77,143.12,85.32,216.75,58.36,5,2.107484
routine,750.8,9.54,119.72,437.65,0.5829,203.94,252.3,210.07,89.18,232.56,113.16,123.96,205.09,68.76,5,2.198881
routine,823.69,7.18,112.75,523.67,0.6358,232.58,228.71,213.51,85.02,270.57,99.76,84.42,253.1,63.83,5,2.085853
routine,807.84,7.93,101.24,531.16,0.6575,232.12,233.25,249.49,76.28,263.29,95.59,115.64,267.87,54.55,5,2.092474
routine,732.15,7.06,111.26,457.69,0.6251,196.88,227.48,233.59,103.59,239.39,131.83,123.32,218.3,59.2,5,2.181321
routine,738.43,6.8,101.03,485.19,0.6571,193.54,239.59,209.1,103.75,250.26,107.67,119.72,234.93,54.01,5,2.135866
routine,757.0,6.74,135.42,492.06,0.65,203.47,247.29,218.16,88.6,252.82,129.66,85.47,239.24,51.77,5,2.107866
routine,747.15,7.38,121.66,453.11,0.6065,233.54,254.49,232.68,103.63,243.8,135.13,120.05,209.31,33.43,5,2.116998
routine,818.21,7.91,103.16,496.79,0.6072,230.14,260.72,230.11,106.02,254.3,142.01,108.49,242.49,65.27,5,2.165008
routine,816.05,9.94,138.89,520.85,0.6383,225.42,231.31,226.17,109.53,272.43,97.22,125.43,248.42,36.92,5,2.062177
routine,772.25,9.66,102.68,543.71,0.7041,204.4,244.87,221.31,81.05,294.81,140.05,95.47,248.91,66.43,5,2.12253
routine,774.98,7.66,105.93,546.2,0.7048,214.4,262.92,251.98,107.0,286.14,127.38,111.35,260.06,46.78,5,2.090542
routine,787.52,7.53,119.42,457.1,0.5804,215.45,226.87,218.77,75.75,232.07,122.14,100.63,225.03,46.44,5,2.130953
routine,793.04,8.98,136.83,481.27,0.6069,229.85,226.01,245.87,82.12,273.56,143.37,99.89,207.71,39.5,5,2.099056
routine,753.64,9.9,117.72,513.15,0.6809,226.29,238.47,225.84,95.82,259.41,95.89,132.13,253.73,35.38,5,2.066116
routine,742.55,9.28,120.61,502.48,0.6767,192.95,240.56,230.34,75.43,239.8,134.46,125.57,262.68,64.69,5,2.16983
routine,822.16,7.0,118.26,493.58,0.6003,230.9,260.23,218.7,102.94,286.55,101.57,129.98,207.03,63.48,5,2.139365
routine,780.62,6.71,134.82,483.15,0.6189,214.34,242.49,213.18,105.78,269.48,91.83,102.35,213.67,53.76,5,2.099341
routine,809.88,9.86,134.28,498.17,0.6151,217.37,258.88,218.45,86.38,273.22,113.19,89.77,224.95,52.89,5,2.096399
routine,722.41,8.4,100.34,538.35,0.7452,197.62,265.25,220.27,108.68,279.62,90.53,134.69,258.73,55.89,5,2.097952
routine,797.13,8.71,132.97,486.02,0.6097,204.86,230.12,230.58,96.49,254.67,110.92,95.12,231.35,48.67,5,2.102477
routine,821.19,6.26,139.53,501.51,0.6107,217.03,268.07,218.06,98.44,251.2,126.54,97.91,250.31,34.32,5,2.068715
routine,827.08,9.21,124.0,461.41,0.5579,218.03,259.04,241.06,96.22,245.92,135.93,133.98,215.5,62.22,5,2.191768
routine,839.7,8.29,107.6,477.46,0.5686,221.33,236.12,231.73,101.4,243.16,113.3,82.12,234.3,58.32,5,2.116415
routine,828.78,6.72,103.9,512.54,0.6184,191.4,237.93,245.42,100.52,272.03,140.73,130.44,240.51,65.06,5,2.17077
routine,741.97,7.23,131.52,501.07,0.6753,201.57,238.03,219.7,104.05,272.58,95.36,101.32,228.49,59.77,5,2.105824
routine,776.46,8.0,134.7,531.5,0.6845,204.08,239.92,207.7,104.17,285.65,146.66,84.27,245.85,65.58,5,2.117406
routine,736.48,7.27,128.63,472.66,0.6418,223.95,249.38,236.55,77.07,239.02,124.16,134.4,233.64,48.3,5,2.151958
routine,796.14,7.96,130.54,449.48,0.5646,189.4,255.72,236.67,86.14,225.33,135.67,90.12,224.15,60.58,5,2.162568
routine,835.84,7.29,133.33,459.47,0.5497,194.53,258.84,236.33,79.95,251.83,101.96,102.39,207.64,30.56,5,2.063419
routine,803.22,9.3,111.93,463.13,0.5766,199.54,261.39,234.82,83.51,249.1,113.01,115.32,214.03,36.68,5,2.104001
routine,826.56,9.79,136.73,523.67,0.6336,205.17,236.42,241.36,75.25,294.68,144.08,101.56,228.99,37.54,5,2.072504
routine,808.09,9.51,110.23,483.11,0.5978,211.74,227.43,254.73,96.48,266.28,112.0,119.03,216.83,31.49,5,2.074894
routine,798.43,7.9,106.13,479.66,0.6008,219.76,256.52,220.06,96.47,226.38,115.01,102.82,253.28,51.89,5,2.125529
routine,799.5,8.88,104.71,491.29,0.6145,190.7,230.31,214.93,77.99,243.9,98.23,129.84,247.39,34.2,5,2.077084
routine,751.56,7.99,108.31,480.74,0.6397,231.66,241.53,205.14,96.87,261.62,132.21,97.72,219.12,31.58,5,2.072147
routine,828.83,8.89,104.05,535.3,0.6459,197.79,236.56,254.43,81.84,283.47,98.95,85.4,251.83,50.47,5,2.047923
routine,775.71,7.25,129.54,449.22,0.5791,189.75,262.91,207.29,104.08,231.99,92.37,97.43,217.23,62.06,5,2.142281
routine,799.6,6.37,132.6,466.96,0.584,194.14,245.04,253.12,80.87,236.94,116.26,117.31,230.03,65.14,5,2.174883
routine,766.29,8.78,102.35,545.54,0.7119,232.12,232.97,225.8,93.63,284.55,128.93,127.81,260.99,34.52,5,2.072958
routine,816.27,8.74,133.54,490.18,0.6005,233.67,231.53,251.02,74.52,272.49,112.79,101.52,217.69,31.15,5,2.052832
routine,769.35,9.07,123.07,451.53,0.5869,213.25,273.89,238.49,83.53,228.22,108.85,122.27,223.31,57.12,5,2.166393
routine,782.77,8.71,115.4,485.71,0.6205,226.95,252.92,254.39,72.18,274.04,129.7,94.91,211.67,43.83,5,2.096848
routine,797.21,7.97,109.64,500.4,0.6277,233.51,227.52,216.14,95.73,235.98,141.11,132.16,264.42,32.99,5,2.102373
routine,768.39,7.79,104.75,478.59,0.6228,209.87,257.67,210.13,86.49,241.45,138.08,106.89,237.14,64.26,5,2.170542
routine,786.86,8.03,108.27,436.37,0.5546,218.57,272.52,223.17,72.17,225.01,126.25,117.14,211.36,42.18,5,2.148044
routine,746.75,8.86,104.56,501.02,0.6709,222.97,236.09,222.07,103.2,256.81,127.19,108.39,244.21,56.29,5,2.136967
routine,835.73,6.56,128.67,486.98,0.5827,221.08,230.35,235.54,77.5,245.44,132.13,82.75,241.54,36.57,5,2.068309
routine,831.63,7.66,137.07,489.5,0.5886,226.87,254.44,243.61,88.02,252.5,136.89,123.01,236.99,34.31,5,2.104871
routine,799.01,9.74,133.55,506.36,0.6337,209.15,250.42,251.06,77.09,291.93,119.93,111.82,214.42,31.94,5,2.056608
routine,789.43,8.02,115.39,490.12,0.6209,233.98,270.8,243.12,80.94,276.13,113.24,116.03,213.99,65.31,5,2.150744
routine,835.63,8.99,111.96,529.63,0.6338,220.07,268.04,240.59,107.42,292.93,98.0,104.76,236.7,58.0,5,2.088035
routine,795.91,9.93,126.0,487.75,0.6128,232.92,250.19,239.72,82.9,239.06,107.43,100.72,248.69,56.89,5,2.124101
routine,733.85,8.99,133.66,488.28,0.6654,199.3,267.37,245.42,90.91,249.66,124.24,120.03,238.63,46.7,5,2.130306
routine,723.03,7.15,110.02,487.09,0.6737,226.97,259.53,219.76,100.14,235.17,101.99,125.01,251.92,36.44,5,2.087133
routine,723.88,8.97,122.45,494.16,0.6827,196.88,264.22,244.94,81.51,281.98,142.08,124.37,212.17,64.59,5,2.169327
routine,799.74,8.21,100.52,521.98,0.6527,197.57,256.03,244.05,104.8,289.85,147.4,138.55,232.13,42.51,5,2.121359
routine,819.6,8.41,131.05,543.13,0.6627,233.21,239.71,213.87,97.31,288.8,128.86,125.31,254.32,51.86,5,2.116624
routine,742.44,6.52,123.36,478.13,0.644,197.75,241.53,240.48,76.19,237.17,112.63,105.71,240.97,52.26,5,2.129671
routine,738.44,7.96,122.91,456.14,0.6177,202.9,264.2,220.89,78.8,247.58,145.94,116.94,208.56,56.48,5,2.17573
routine,742.06,6.88,108.53,470.13,0.6335,201.59,243.04,215.92,100.11,229.77,114.96,112.22,240.36,33.68,5,2.091757
routine,783.66,7.78,136.18,557.42,0.7113,215.69,256.06,252.94,97.3,294.76,148.87,80.53,262.66,56.76,5,2.081299
routine,758.51,9.65,132.88,560.26,0.7386,203.75,265.14,227.28,71.75,289.12,113.15,112.41,271.15,41.31,5,2.057373
routine,827.79,8.15,100.29,479.45,0.5792,188.27,258.52,243.68,104.6,238.48,146.89,90.04,240.97,68.25,5,2.162686
routine,770.91,8.59,137.59,474.92,0.6161,222.34,232.69,227.96,83.27,232.27,132.16,138.57,242.64,61.01,5,2.184356
routine,730.5,7.03,115.52,489.39,0.6699,216.51,246.65,205.84,96.93,228.8,123.49,114.5,260.6,39.11,5,2.10293
routine,784.18,6.29,137.12,518.18,0.6608,190.31,264.34,220.07,73.46,269.9,135.36,115.14,248.28,58.04,5,2.141002
routine,811.83,6.55,115.64,488.3,0.6015,224.87,252.29,253.01,75.76,255.64,129.64,108.44,232.66,51.34,5,2.134476
routine,801.27,8.21,122.2,549.64,0.686,191.16,225.25,234.83,91.49,288.99,133.76,102.39,260.65,67.98,5,2.128171
routine,833.64,8.58,120.5,503.71,0.6042,193.05,236.04,246.74,77.77,246.33,144.21,100.63,257.38,46.51,5,2.114237
routine,741.76,7.85,121.99,545.63,0.7356,199.53,228.37,209.91,99.02,280.98,141.08,135.94,264.66,69.77,5,2.166688
routine,778.46,9.6,112.71,462.13,0.5937,207.53,255.82,220.28,93.37,248.16,129.33,86.0,213.98,54.78,5,2.132214
study_block,729.18,3.16,264.39,588.14,0.8066,127.19,320.41,211.72,66.99,419.16,42.42,24.15,168.98,18.91,4,1.494425
study_block,772.9,4.32,270.51,598.55,0.7744,145.78,278.4,231.93,52.9,427.03,38.0,41.65,171.52,17.22,4,1.534654
study_block,774.09,4.25,244.31,550.64,0.7113,133.96,324.38,232.58,61.3,396.12,27.67,40.23,154.52,13.75,4,1.489954
study_block,789.82,4.7,237.46,624.28,0.7904,128.45,300.62,224.84,60.07,427.77,40.17,31.15,196.51,31.53,5,1.582241
study_block,742.77,3.84,230.75,656.23,0.8835,149.74,309.56,253.39,67.08,457.84,49.11,29.31,198.39,25.34,5,1.546356
study_block,717.69,2.63,232.41,581.83,0.8107,147.94,291.68,228.48,58.64,418.7,44.56,26.01,163.13,21.87,5,1.52279
study_block,656.5,5.0,235.8,637.89,0.9717,131.95,280.43,237.68,55.96,468.45,52.33,40.68,169.44,32.91,5,1.600268
study_block,741.47,3.56,272.06,637.84,0.8602,129.42,298.93,235.21,60.06,456.84,40.55,53.03,181.0,25.39,5,1.592467
study_block,669.46,3.59,263.04,557.87,0.8333,113.21,283.82,245.56,66.61,403.25,50.17,30.77,154.63,17.49,4,1.553033
study_block,717.41,2.63,254.41,590.95,0.8237,115.09,307.77,206.96,62.17,428.31,32.8,50.67,162.64,13.54,4,1.515549
study_block,657.83,2.56,263.17,571.46,0.8687,137.12,287.01,209.29,58.48,410.66,61.5,43.18,160.8,26.53,5,1.67311
study_block,788.99,4.96,230.91,619.62,0.7853,137.02,285.87,241.21,55.28,459.38,56.89,43.23,160.23,32.07,5,1.622431
study_block,713.49,5.08,250.26,601.04,0.8424,126.47,278.97,209.81,59.28,437.25,40.88,27.47,163.79,17.86,4,1.472849
study_block,736.06,2.89,256.21,590.16,0.8018,144.41,323.82,243.74,64.48,393.12,45.12,27.76,197.03,24.57,5,1.59441
study_block,723.09,4.87,242.87,572.24,0.7914,133.92,314.48,243.08,65.9,419.63,46.07,31.34,152.61,32.26,5,1.589503
study_block,663.68,5.13,244.52,579.34,0.8729,116.32,312.55,244.47,62.34,400.71,35.37,51.49,178.63,19.8,4,1.607144
study_block,666.5,2.96,259.09,579.85,0.87,119.16,321.3,226.18,55.97,390.58,51.76,34.11,189.27,21.69,5,1.629001
study_block,688.58,3.61,253.29,639.75,0.9291,119.17,288.4,222.22,66.16,444.45,41.88,49.08,195.3,24.58,5,1.603201
study_block,753.01,2.99,232.87,647.96,0.8605,125.62,290.31,232.53,65.91,458.4,53.92,38.29,189.56,29.78,5,1.608702
study_block,748.95,5.28,246.12,610.73,0.8155,110.82,283.31,209.0,46.13,402.86,27.19,26.91,207.87,16.49,4,1.470296
study_block,703.81,5.34,269.21,655.59,0.9315,136.17,296.34,215.09,64.71,468.76,45.76,46.77,186.84,27.34,5,1.589123
study_block,762.55,3.01,222.16,564.9,0.7408,118.53,270.02,212.87,74.9,412.88,48.58,40.51,152.02,18.56,4,1.577994
study_block,759.15,2.71,225.41,591.96,0.7798,120.52,319.79,250.75,55.44,418.25,48.1,40.57,173.71,30.69,5,1.641272
study_block,784.86,3.28,244.43,598.5,0.7626,112.68,274.34,219.71,73.41,412.12,34.0,53.75,186.38,26.8,5,1.631518
study_block,762.41,5.4,253.79,669.1,0.8776,141.88,315.45,253.06,58.77,466.54,56.27,42.4,202.57,29.66,5,1.626266
study_block,714.5,5.48,260.61,588.59,0.8238,118.12,288.94,252.77,60.5,436.95,31.19,26.16,151.64,28.21,5,1.468278
study_block,651.36,2.73,275.88,621.47,0.9541,128.97,291.21,249.72,53.07,456.57,30.35,45.56,164.9,32.71,5,1.549546
study_block,782.6,5.12,232.41,649.24,0.8296,116.92,284.98,235.93,49.68,444.65,44.96,30.39,204.6,30.65,5,1.576822
study_block,664.94,4.12,222.54,654.16,0.9838,129.22,307.24,229.62,74.56,463.62,50.88,43.64,190.55,31.34,5,1.618783
study_block,775.58,3.17,254.6,638.95,0.8238,110.38,317.96,228.92,61.22,459.5,62.44,53.31,179.45,19.73,4,1.629185
study_block,720.35,3.88,261.35,612.68,0.8505,108.52,282.65,234.05,54.76,421.5,33.29,55.25,191.18,29.76,5,1.636661
study_block,735.79,3.6,249.93,593.69,0.8069,117.26,312.04,223.62,70.63,410.78,35.54,39.08,182.91,27.71,5,1.593218
study_block,689.15,3.31,234.15,562.26,0.8159,127.02,292.85,212.29,73.77,404.39,47.73,31.31,157.87,15.4,4,1.536317
study_block,670.94,4.05,263.23,615.05,0.9167,142.55,288.0,233.11,62.04,454.45,44.99,55.86,160.6,33.39,5,1.636686
study_block,705.78,3.85,240.08,598.85,0.8485,123.88,303.62,251.59,52.73,445.24,56.3,39.25,153.6,28.12,5,1.602758
study_block,652.78,4.45,230.47,601.74,0.9218,142.33,291.31,238.66,59.62,399.7,61.67,30.37,202.04,26.82,5,1.658769
study_block,753.11,3.0,268.46,634.03,0.8419,122.85,307.88,233.58,70.47,461.17,37.31,44.21,172.86,16.48,4,1.498308
study_block,659.99,4.43,236.27,566.65,0.8586,127.58,321.77,223.16,62.61,402.96,38.41,33.32,163.69,19.42,4,1.539761
study_block,785.17,5.32,262.04,584.15,0.744,111.52,280.01,210.15,46.91,423.12,27.83,47.29,161.03,28.89,5,1.566423
study_block,773.02,3.29,229.32,585.46,0.7574,136.81,323.13,220.47,52.42,433.87,41.29,48.48,151.58,15.0,4,1.533555
study_block,689.78,5.08,239.51,598.0,0.8669,128.95,328.5,232.03,53.17,440.12,57.19,24.91,157.88,28.93,5,1.560559
study_block,712.28,4.41,253.84,659.42,0.9258,131.03,308.37,220.48,55.42,467.56,33.37,43.12,191.86,28.15,5,1.54099
study_block,725.55,2.5,268.92,630.89,0.8695,145.31,290.63,228.46,45.25,454.38,40.17,32.31,176.51,20.29,5,1.494446
study_block,779.09,3.19,220.43,644.38,0.8271,124.44,294.7,233.03,56.84,465.76,27.33,37.77,178.62,20.03,5,1.451438
study_block,672.86,3.22,265.87,622.35,0.9249,148.04,318.45,239.23,53.54,448.97,40.62,32.42,173.38,23.13,5,1.514423
study_block,754.01,4.41,257.06,629.48,0.8348,119.97,307.37,214.39,45.58,454.7,57.73,29.84,174.77,19.95,4,1.538292
study_block,656.95,4.68,233.97,593.95,0.9041,114.63,299.61,222.1,54.35,432.8,30.68,32.61,161.16,30.16,5,1.517593
study_block,761.92,5.35,223.36,647.66,0.85,142.13,274.28,228.51,50.77,469.84,55.49,34.57,177.82,33.25,5,1.593208
study_block,767.82,4.81,246.58,655.08,0.8532,140.46,272.01,228.04,68.13,455.38,31.39,48.58,199.7,18.98,4,1.526559
study_block,722.96,4.39,222.53,646.94,0.8948,149.25,301.26,217.67,64.16,468.57,51.53,33.99,178.37,20.75,5,1.527342
study_block,677.82,3.47,230.04,662.82,0.9779,120.15,277.18,244.46,45.27,461.0,34.84,27.61,201.82,28.19,5,1.499924
study_block,655.88,2.97,225.48,631.19,0.9624,135.22,325.85,254.85,63.75,452.68,48.46,35.88,178.52,15.15,4,1.513739
study_block,658.37,5.45,267.31,633.65,0.9624,141.29,318.33,226.94,50.79,441.57,55.49,28.03,192.08,18.58,4,1.542742
study_block,746.49,3.38,261.82,576.74,0.7726,116.35,281.2,222.38,66.97,418.65,59.35,39.53,158.08,23.5,5,1.628936
study_block,688.55,3.39,235.8,661.38,0.9605,124.15,270.04,236.9,56.37,456.51,46.96,26.2,204.87,16.72,4,1.488963
study_block,675.97,4.47,252.34,592.91,0.8771,125.05,301.44,229.88,61.54,391.5,54.94,31.64,201.41,30.3,5,1.669128
study_block,735.83,5.01,227.79,604.26,0.8212,146.43,282.12,229.27,47.96,415.81,30.98,40.74,188.45,14.6,4,1.511389
study_block,729.94,3.6,256.36,646.38,0.8855,111.12,325.81,215.44,59.74,456.9,45.93,46.44,189.48,19.14,4,1.566147
study_block,774.57,3.75,242.14,594.46,0.7675,139.17,319.42,218.29,46.22,396.4,29.19,41.86,198.06,35.52,5,1.632042
study_block,659.85,4.09,231.37,620.99,0.9411,131.15,284.93,236.27,50.37,414.31,61.58,27.11,206.68,30.4,5,1.644897
study_block,754.89,4.5,272.97,579.55,0.7677,115.34,280.82,225.08,55.13,423.21,49.99,35.45,156.33,24.01,5,1.581033
study_block,672.14,3.47,242.3,646.46,0.9618,141.62,295.84,241.29,63.25,469.87,39.68,34.08,176.58,36.8,5,1.553341
study_block,728.84,3.84,243.83,603.06,0.8274,139.96,328.98,234.79,60.53,407.11,60.34,32.13,195.94,36.08,5,1.688659
study_block,789.08,4.97,261.38,582.17,0.7378,120.14,303.22,232.82,72.78,414.15,34.99,51.38,168.02,13.52,4,1.547931
study_block,671.66,3.2,268.66,564.36,0.8402,112.04,293.99,250.89,67.03,393.02,31.98,35.75,171.34,26.97,5,1.578594
study_block,751.3,5.22,255.71,613.81,0.817,121.22,313.85,233.81,47.35,453.43,56.73,46.07,160.37,26.83,5,1.617248
study_block,657.83,5.11,233.6,622.55,0.9464,136.72,306.14,205.57,68.32,451.67,56.42,37.33,170.88,33.83,5,1.624645
study_block,703.55,3.16,223.03,566.85,0.8057,140.19,293.57,227.28,62.85,414.38,46.44,28.79,152.47,25.06,5,1.554554
study_block,720.66,4.21,222.96,575.15,0.7981,125.56,275.1,230.09,68.21,407.77,41.2,28.23,167.39,14.98,4,1.49949
study_block,668.25,4.35,264.14,584.35,0.8744,118.83,274.3,243.84,54.7,400.79,44.56,44.87,183.56,17.71,4,1.610379
study_block,779.38,4.28,221.45,587.47,0.7538,121.41,329.26,235.81,74.7,397.17,42.25,35.15,190.3,20.7,5,1.589461
study_block,711.91,4.77,271.17,554.36,0.7787,112.94,273.27,252.45,72.8,401.67,56.45,30.39,152.69,21.97,5,1.595184
study_block,771.63,2.57,232.54,606.43,0.7859,131.67,282.23,231.16,52.76,455.61,51.98,27.56,150.82,23.8,5,1.507779
study_block,717.62,4.49,222.61,606.87,0.8457,115.49,287.04,244.46,63.54,448.39,52.16,24.59,158.48,26.99,5,1.525684
study_block,657.43,4.48,271.86,592.88,0.9018,108.84,322.04,237.47,51.94,442.38,40.99,32.68,150.5,33.45,5,1.550965
study_block,703.3,3.06,250.04,624.11,0.8874,128.15,325.58,206.07,52.42,468.13,38.36,51.74,155.98,25.76,5,1.549706
study_block,724.12,4.38,234.17,590.29,0.8152,151.04,300.08,245.59,63.77,416.69,32.65,35.1,173.6,21.45,5,1.524231
study_block,773.01,2.96,273.83,660.12,0.854,136.9,275.27,224.11,73.82,461.23,28.06,41.76,198.89,19.72,4,1.486546
study_block,735.74,5.23,239.76,603.69,0.8205,131.86,282.41,211.93,61.24,440.04,35.65,28.89,163.65,36.29,5,1.540499
study_block,762.01,5.49,278.55,627.55,0.8235,114.39,325.98,250.86,54.52,459.01,52.38,40.76,168.54,16.25,4,1.53567
study_block,728.03,4.8,272.81,622.99,0.8557,126.22,294.68,227.15,73.01,465.89,38.43,52.15,157.1,30.45,5,1.574934
study_block,775.18,4.79,256.72,631.09,0.8141,119.74,304.02,216.55,51.97,464.66,55.05,27.42,166.43,17.43,4,1.48877
study_block,746.23,4.64,242.44,610.03,0.8175,145.49,299.49,211.88,50.8,418.74,44.16,40.07,191.29,27.51,5,1.621262
study_block,654.51,5.46,265.47,602.06,0.9199,110.91,325.63,254.28,71.01,451.16,36.71,37.22,150.9,30.82,5,1.531366
study_block,718.59,4.71,242.82,593.44,0.8258,121.77,306.69,242.12,62.81,415.99,35.88,36.96,177.45,14.0,4,1.507108
study_block,723.53,2.63,279.75,657.28,0.9084,130.82,293.74,241.76,61.73,460.06,45.74,38.45,197.22,32.85,5,1.598435
study_block,722.26,4.98,247.68,593.41,0.8216,126.59,306.79,207.73,60.51,440.45,37.48,36.74,152.96,20.31,5,1.49866
study_block,669.91,5.31,261.77,633.49,0.9456,113.95,294.81,227.54,50.37,456.39,53.02,27.62,177.1,31.69,5,1.566998
study_block,732.64,5.22,267.79,609.13,0.8314,139.61,277.41,210.71,58.48,447.01,43.37,32.0,162.12,29.6,5,1.545236
study_block,700.81,3.64,242.84,604.95,0.8632,141.8,324.74,233.27,64.79,431.91,55.48,40.37,173.05,35.79,5,1.665132
study_block,671.01,4.81,246.78,620.24,0.9243,135.56,277.05,211.58,51.09,459.51,52.63,37.43,160.73,20.43,5,1.538621
